,ev_op_Hp15_2f_s170,ev_op_Hp15_2f_s225,ev_op_Hp15_2f_s128,ev_op_Hp15_2f_s88,ev_op_Hp15_2f_s28,ev_op_Hp15_2f_s11,ev_op_Hp15_2f_s34
99,14.859602217143907,12.472884555526077,10.969020015268013,19.84069646202003,8.419870956036009,8.489524553161795,11.879476601502196
100,13.946240340774883,11.9826618870843,10.59598223888617,15.972184095434137,9.90650033724904,13.14405775633843,11.826089617662609
101,11.786015423421205,11.514083703438699,10.592743415954942,18.65224045067162,9.052031522105441,9.498926111316369,9.162426650524623
102,13.903064142532234,12.39021758473492,11.072475344188456,15.079065690873511,6.566770651455814,10.540913791531063,9.73454006486193
103,11.387186972785434,11.657253202198593,10.865735307110901,18.179048500231083,11.984422198667952,10.475645589349261,12.576831867616523
104,10.644832597043068,13.631001658512886,10.30171750216884,17.988700791774875,8.218050678839507,11.916604568810001,11.702543368823063
105,15.837319148755615,9.774809828334677,11.645621639547429,12.560855283642034,8.333742391652505,10.087603950203231,9.18829630197519
106,15.031361718926494,9.807779460107756,11.670662524058303,13.485922988143384,6.602508940062399,10.353324749256352,8.598741502708704
107,10.64820981337175,12.115466148152636,8.131240683667176,12.343794938290916,9.141021077774859,9.159807105147339,12.05671295236851
108,13.894460037820997,12.457823062291588,8.581175246753444,11.057951081648264,8.066981256873188,9.054248895065319,10.4765333150221
109,9.840641650022878,10.13915057124042,12.222768723411061,11.966316227126914,8.174694068507726,9.894705326617185,8.053378905232993
110,12.932242785973006,10.714732233888418,8.707470184454245,13.641586062181226,6.049646115982007,10.535537903177907,8.064041135975966
111,11.595099621751855,10.262117120836615,8.87445965383333,12.325356819259977,7.567658615758399,11.464558482017525,11.027040272129401
112,9.96191440169852,12.053894308178995,9.713923799285945,11.391675553652203,7.612944650699897,10.445314898868755,9.713772993908321
113,12.033645515374003,9.689034970551866,7.5495996468149595,12.62138176285626,8.245682533787928,9.462223231595893,8.869628499257654
114,12.18146429421119,9.290663523870366,8.817207497199867,12.277777749114033,7.075578172120507,12.124755943433218,8.754780451928793
115,11.538593135595557,10.819275302949316,10.602707441974964,10.587391622251618,7.075844048191568,9.761687120734681,9.437652346155069
116,10.97093665273475,12.63023157734972,9.308185696019901,11.37142675665337,7.966091994902086,9.867169046557189,9.353722200298833
117,11.38604540666018,7.427086595288944,8.18512952248143,11.915340416706542,7.388716435556298,11.378195610957858,9.11775489369524
